PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
태경족발,일반음식점,20210182823,20251111,20251111,-,영업소폐쇄,(20251002)영업시설의 전부를 철거한 경우,대구광역시 달서구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-10 00:00:00.0,2025-11-14 16:41:20.781,대구광역시 달서구,4694769,대구광역시,대구광역시 달서구,2025-11-11
매콤돈가스와 칡불냉면,일반음식점,20130181376,20251111,20251111,-,영업소폐쇄,(20251015)영업자가 정당한 사유없이 6개월이상 계속 휴업하는경우,대구광역시 달서구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-10 00:00:00.0,2025-11-13 16:42:33.056,대구광역시 달서구,4694548,대구광역시,대구광역시 달서구,2025-11-11
무까도시락,일반음식점,20210182248,20251111,20251111,-,영업소폐쇄,(20251002)영업시설물 전부 철거,대구광역시 달서구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-10 00:00:00.0,2025-11-14 17:40:53.252,대구광역시 달서구,4694781,대구광역시,대구광역시 달서구,2025-11-11
고품격커피공장 신평점,휴게음식점,20220181323,20251111,20251111,-,영업소폐쇄,(20250901)영업시설을 전부 철거한 경우,부산광역시 사하구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-10 00:00:00.0,2025-11-12 12:41:18.292,부산광역시 사하구,4694178,부산광역시,부산광역시 사하구,2025-11-11
이종국104,일반음식점,20230147922,20251111,20251111,-,영업소폐쇄,(20251014)영업시설 전부 철거,서울특별시 송파구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-10 00:00:00.0,2025-11-12 19:40:33.901,서울특별시 송파구,4689967,서울특별시,서울특별시 송파구,2025-11-11
오징어아저씨,일반음식점,20110459165,20251111,20251111,-,영업소폐쇄,(20251111)영업장멸실,충청남도 보령시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-10 00:00:00.0,2025-11-18 12:41:11.551,충청남도 보령시,4694348,충청남도,충청남도 보령시,2025-11-11
개미분식,일반음식점,19960181156,20251111,20251111,-,영업소폐쇄,(20251002)영업시설의전부를 철거한경우,대구광역시 달서구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-10 00:00:00.0,2025-11-14 17:40:53.252,대구광역시 달서구,4694770,대구광역시,대구광역시 달서구,2025-11-11
비지니스,일반음식점,20000033350,20251112,20251201,-,영업소폐쇄,(20251021)영업시설의 전부 철거,서울특별시 용산구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-13 18:40:48.674,서울특별시 용산구,4690961,서울특별시,서울특별시 용산구,2025-11-12
태양장,일반음식점,19940147155,20251112,20251112,-,영업소폐쇄,(20250918)멸실,부산광역시 금정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-13 12:40:58.505,부산광역시 금정구,4689815,부산광역시,부산광역시 금정구,2025-11-12
히스피 서면본점,일반음식점,20170131845,20251112,20251113,-,영업소폐쇄,(20250930)영업시설물 전부 철거,부산광역시 부산진구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-14 13:42:04.778,부산광역시 부산진구,4694716,부산광역시,부산광역시 부산진구,2025-11-12
해바다,일반음식점,19960147296,20251112,20251112,-,영업소폐쇄,(20250918)멸실,부산광역시 금정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-13 12:40:58.505,부산광역시 금정구,4689820,부산광역시,부산광역시 금정구,2025-11-12
토토로 라멘,일반음식점,20230040353,20251112,20251112,-,영업소폐쇄,(20251112)시설물 멸실,서울특별시 중구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-13 20:41:33.646,서울특별시 중구,4694646,서울특별시,서울특별시 중구,2025-11-12
탑파고다,일반음식점,19830147029,20251112,20251112,-,영업소폐쇄,(20250918)시설물 멸실,부산광역시 금정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-11 00:00:00.0,2025-11-13 12:40:58.505,부산광역시 금정구,4689818,부산광역시,부산광역시 금정구,2025-11-12
유니푸드,즉석판매제조가공업,20220384097,20251113,20251113,-,영업소폐쇄,(20250915)영업정지중에 영업한 행위,경기도 의정부시,,,영업소폐쇄,식품위생법 제75조(허가취소 등),2027-11-12 00:00:00.0,2025-11-20 16:42:49.802,경기도 의정부시,4695722,경기도,경기도 의정부시,2025-11-13
알찬밥집 3호점,일반음식점,20180070747,20251113,20251113,-,영업소폐쇄,(20251113)시설물멸실(무단폐업),서울특별시 마포구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-12 00:00:00.0,2025-11-14 18:40:46.398,서울특별시 마포구,4694792,서울특별시,서울특별시 마포구,2025-11-13
브라보수산,즉석판매제조가공업,20210091603,20251113,20251113,-,영업소폐쇄,(20251015)시설물 전부철거,서울특별시 동작구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-12 00:00:00.0,2025-11-14 14:42:36.939,서울특별시 동작구,4691786,서울특별시,서울특별시 동작구,2025-11-13
(주)부산수산,식품제조가공업,20220545157,20251113,20251113,-,영업허가·등록취소,(20251014)정당한 사유없이 6개월이상 계속적으로 휴업한 경우,강원특별자치도 동해시,,,영업등록취소,식품위생법 제75조(허가취소 등) 3항,2027-11-12 00:00:00.0,2025-11-21 15:40:40.807,강원특별자치도 동해시,4689774,강원특별자치도,강원특별자치도 동해시,2025-11-13
세븐일레븐 마산포세이돈점,휴게음식점,20210587233,20251114,20251114,-,영업소폐쇄,(20251027)영업시설물의 전부 철거 멸실,경상남도 창원시 마산합포구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-13 00:00:00.0,2025-11-15 17:40:27.061,경상남도 창원시 마산합포구,4694984,경상남도,경상남도 창원시,2025-11-14
강원반찬,식품소분업,20020168281,20251117,20251117,-,영업소폐쇄,(20251021)영업소 폐쇄,대구광역시 북구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-16 00:00:00.0,2025-11-18 18:41:00.787,대구광역시 북구,4695267,대구광역시,대구광역시 북구,2025-11-17
농업회사법인푸른마을주식회사,집단급식소 식품판매업,20180452057,20251117,20251216,-,영업소폐쇄,(20251020)영업시설물 전부 멸실,충청북도 음성군,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-16 00:00:00.0,2025-12-16 21:40:51.235,충청북도 음성군,4700188,충청북도,충청북도 음성군,2025-11-17
자연횟집,일반음식점,19820595096,20251117,20251117,-,영업소폐쇄,(20251029)영업시설물 전부 철거 멸실,경상남도 창원시 마산합포구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-16 00:00:00.0,2025-11-19 13:41:38.524,경상남도 창원시 마산합포구,4695417,경상남도,경상남도 창원시,2025-11-17
이롬 황성주생식 남포동지점,건강기능식품일반판매업,20040126218,20251117,20251117,-,영업소폐쇄,(20250919)영업소 시설 전부 철거(시설물 멸실),부산광역시 중구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-11-16 00:00:00.0,2025-11-19 12:42:18.745,부산광역시 중구,4695362,부산광역시,부산광역시 중구,2025-11-17
우실비 남양주본점,일반음식점,20230469101,20251117,20251117,-,영업소폐쇄,(20251027)영업시설물 멸실,경기도 남양주시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-16 00:00:00.0,2025-11-18 20:40:48.728,경기도 남양주시,4695301,경기도,경기도 남양주시,2025-11-17
빅스타노바피자 장대점,일반음식점,20250338030,20251118,20251118,-,영업소폐쇄,(20250930)2025. 9. 30. 해당업소의 영업시설물이 전부 철거됨을 확인함,대전광역시 유성구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-17 00:00:00.0,2025-11-19 18:40:58.722,대전광역시 유성구,4695447,대전광역시,대전광역시 유성구,2025-11-18
심마니산약초,즉석판매제조가공업,20140533083,20251118,20251118,-,영업소폐쇄,(20251027)영업시설의 전부를 철거,경상북도 포항시 북구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-17 00:00:00.0,2025-11-20 12:40:55.145,경상북도 포항시 북구,4695649,경상북도,경상북도 포항시,2025-11-18
주식회사 도비코퍼레이션,건강기능식품일반판매업,20220592041,20251119,20251119,-,영업소폐쇄,(20250821)영업시설물 전부 철거,충청북도 청주시 흥덕구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-18 00:00:00.0,2025-11-20 13:42:21.679,충청북도 청주시 흥덕구,4686249,충청북도,충청북도 청주시,2025-11-19
에이지락 파마넥스,건강기능식품일반판매업,20170425983,20251119,20251119,-,영업소폐쇄,(20250811)영업시설물 전부 철거,충청북도 청주시 흥덕구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-18 00:00:00.0,2025-11-20 13:42:21.679,충청북도 청주시 흥덕구,4686248,충청북도,충청북도 청주시,2025-11-19
(주)귀남,축산물가공업-식육가공업,20150262009,20251120,20251120,-,영업허가·등록취소,(20241226)시설 멸실,경기도 하남시,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2025-12-17 15:26:39.715,경기도,4700494,경기도,경기도 하남시,2025-11-20
(주)허브컴퍼니,식육즉석판매가공업,20210202870,20251120,-,-,영업소폐쇄,(20250912)축산물 위생관리법 제27조 3항에 따른 영업허가취소 또는 영업소 폐쇄,인천광역시 남동구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 1항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 남동구,4696128,인천광역시,인천광역시 남동구,2025-11-20
범산목장간석점(홈플러스),휴게음식점,20220260079,20251120,20251120,-,영업소폐쇄,(20250916)영업시설물 전부 멸실,인천광역시 남동구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-19 00:00:00.0,2025-11-21 16:42:09.457,인천광역시 남동구,4695885,인천광역시,인천광역시 남동구,2025-11-20
농업회사법인 한아푸드시스템(주),축산물가공업-식육가공업,20170262055,20251120,20251120,-,영업허가·등록취소,(20250307)시설 멸실,경기도 평택시,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2025-12-17 16:01:54.807,경기도,4700532,경기도,경기도 평택시,2025-11-20
줄리아나나이트,유흥주점영업,20230141757,20251120,20251120,-,영업허가·등록취소,"(20251120)영업자가 「부가가치세법」 제8조에 따라 관할세무서장에게 폐업신고를 하거나 관할세무서장이 사업자등록을 말소한 경우
(2025. 8. 31.. 폐업)",서울특별시 강남구,,,영업허가ㆍ등록취소,식품위생법 제37조(영업허가 등) 7항,2027-11-19 00:00:00.0,2025-12-17 19:40:45.935,서울특별시 강남구,4700343,서울특별시,서울특별시 강남구,2025-11-20
진식품,축산물가공업-식육가공업,20160262177,20251120,20251120,-,영업허가·등록취소,(20241231)시설 멸실,경기도 평택시,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2025-12-17 15:35:22.815,경기도,4700496,경기도,경기도 평택시,2025-11-20
미감,식육포장처리업,20110200328,20251120,20251120,-,영업허가·등록취소,(20250912)시설 전부 철거,인천광역시 남동구,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 남동구,4696083,인천광역시,인천광역시 남동구,2025-11-20
주식회사 이퀄스킨,건강기능식품유통전문판매업,20230101228,20251120,20251120,-,영업소폐쇄,(20251016)시설 전부 철거,서울특별시 강서구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,서울특별시 강서구,4697865,서울특별시,서울특별시 강서구,2025-11-20
(주)을과함께,식육포장처리업,20170199249,20251120,20251120,-,영업허가·등록취소,(20250912)시설 전부 철거,인천광역시 남동구,,,영업허가·등록취소,축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 남동구,4696082,인천광역시,인천광역시 남동구,2025-11-20
T.S코리아,건강기능식품유통전문판매업,20080114625,20251120,20251120,-,영업소폐쇄,(20251016)시설 전부 철거,서울특별시 강서구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-19 00:00:00.0,2025-12-03 13:42:55.973,서울특별시 강서구,4697869,서울특별시,서울특별시 강서구,2025-11-20
파리위켄,건강기능식품일반판매업,20230102644,20251120,20251120,-,영업소폐쇄,(20251016)시설 전부 철거,서울특별시 강서구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-19 00:00:00.0,2025-12-03 13:42:55.973,서울특별시 강서구,4697864,서울특별시,서울특별시 강서구,2025-11-20
오늘부터우리는 주식회사,건강기능식품일반판매업,20230102210,20251120,20251120,-,영업소폐쇄,(20251016)시설 전부 철거,서울특별시 강서구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,서울특별시 강서구,4697863,서울특별시,서울특별시 강서구,2025-11-20
주식회사 디에스에프엔비,축산물가공업-식육가공업,20050262035,20251120,20251120,-,영업허가·등록취소,(20240223)국세청 조회 결과 사업자 폐업 또는 말소 / 폐업 신고를 하지 않고 폐업,경기도 고양시 일산동구,,,영업허가·등록취소,축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-11-19 00:00:00.0,2025-12-17 16:15:03.231,경기도,4700535,경기도,경기도 고양시,2025-11-20
농업법인 인천축산(주),식육포장처리업,20090200272,20251120,-,-,영업허가·등록취소,(20250912)축산물 위생관리법 제27조 3항에 따른 영업허가취소 또는 영업소 폐쇄,인천광역시 남동구,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제22조(영업의 허가) 2항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 남동구,4696123,인천광역시,인천광역시 남동구,2025-11-20
한솔고기나라 정육,축산물판매업-식육판매업,20130200377,20251120,-,-,영업소폐쇄,(20250912)축산물 위생관리법 제27조 3항에 따른 영업허가취소 또는 영업소 폐쇄,인천광역시 남동구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 1항,2027-11-19 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 남동구,4696127,인천광역시,인천광역시 남동구,2025-11-20
